assemblydist,address,boro_name,communityboard,congressionaldist,coundist,gardenname,juris,multipolygon,openhrsf,openhrsm,openhrssa,openhrssu,openhrsth,openhrstu,openhrsw,parksid,policeprecinct,statesenatedist,status,zipcode
42,2109 Campus Road,Brooklyn,314,9,45,Brooklyn College Garden,PRI,"MULTIPOLYGON (((-73.95651296734728 40.63067509784043, -73.95651246782344 40.63065444333511, -73.95651123309234 40.63063380656207, -73.95650926432671 40.630613202830496, -73.95650693554138 40.630595482426315, -73.95650656269868 40.6305926483502, -73.956503130564 40.63057215662985, -73.95649979149333 40.63055577491577, -73.95649896909481 40.630551743879074, -73.95649408301028 40.63053142450799, -73.9564884746645 40.63051121472672, -73.9564821499592 40.63049112804517, -73.95647721510939 40.63049303888078, -73.95633135427865 40.63050807358102, -73.95641830931882 40.630971499522595, -73.95645488727826 40.63092077541001, -73.95648297810794 40.63086700341708, -73.9565021545921 40.63081100286117, -73.95651212306107 40.63075362822852, -73.95651273167255 40.63069575566975, -73.95651296734728 40.63067509784043)))",,,,,,,,BGT034,70,21,Not GreenThumb,11210
56,95 Malcolm X Boulevard,Brooklyn,303,8,36,Bedford Stuyvesant Community Garden (Lola Bryant Comm. Garden),NYRP,"MULTIPOLYGON (((-73.93045541761943 40.690460498470706, -73.93043447175401 40.69036184896912, -73.93012789958296 40.69039793772324, -73.93013668045391 40.69044281744131, -73.9301470534699 40.690495840567586, -73.93045541761943 40.690460498470706)))",,,,,,,,BGT033,81,25,Active,11221
51,373 64th Street,Brooklyn,307,10,38,64th Street Community Garden,NYSDOT,"MULTIPOLYGON (((-74.02139615038635 40.63941332817937, -74.02142053895246 40.639386876307796, -74.02140268057735 40.6392918127831, -74.02137825402484 40.639199609622615, -74.02134725867178 40.63910454852891, -74.02132002422307 40.63903307491419, -74.02131439055486 40.639019495236845, -74.0213050037966 40.639010204524396, -74.02129092496018 40.63899662550968, -74.02126840095855 40.638983048956064, -74.02116610592385 40.63892659990796, -74.02094660538958 40.63913893196921, -74.02139615038635 40.63941332817937)))",3 p.m. to 6 p.m.,3 p.m. to 6 p.m.,10 a.m. to 5 p.m.,,3 p.m. to 6 p.m.,3 p.m. to 6 p.m.,3 p.m. to 6 p.m.,BGT032,72,26,Active,11220
56,10 Stuyvesant Avenue,Brooklyn,303,8,36,John the Baptist Community Garden,BQLT,"MULTIPOLYGON (((-73.9352547313746 40.69640390604718, -73.93523565905865 40.69630878406009, -73.93483230937017 40.69635507596742, -73.9348533714115 40.696449970417156, -73.9352547313746 40.69640390604718)))",,,,,,,,BGT006,81,25,Active,11206
57,2 South Portland Avenue,Brooklyn,302,7,35,Greene Garden,BQLT,"MULTIPOLYGON (((-73.97519995674833 40.68954148628264, -73.97518552317294 40.68954308248291, -73.97520110819343 40.6896168712016, -73.97522365998462 40.68961783780737, -73.97557351509212 40.68963283140264, -73.97559454198857 40.689633732775086, -73.9755942341283 40.68962801084829, -73.97559257324546 40.6895986636679, -73.97558921387176 40.6895393011179, -73.9755869147271 40.68949870278833, -73.97519995674833 40.68954148628264)))",,,,,,,,BGT001,88,26,Active,11217
56,267 Throop Avenue,Brooklyn,303,8,36,Tranquility Farm (Willoughby Ave. Garden),DPR,"MULTIPOLYGON (((-73.94298100209038 40.6946696649001, -73.94304650125447 40.69500308070398, -73.94322571416573 40.694983952306764, -73.94316023767996 40.69465066178694, -73.94298100209038 40.6946696649001)))",7:00 a.m. - 9:00 a.m.,7:00 a.m. - 9:00 a.m.,8:00 a.m. - 1:00 p.m.,8:00 a.m. - 1:00 p.m.,7:00 a.m. - 9:00 a.m.,7:00 a.m. - 9:00 a.m.,7:00 a.m. - 9:00 a.m.,B576-GT001,79,25,Active,11206
41,1087 East 43rd Street,Brooklyn,318,9,45,Bountiful Bliss Community Garden,DPR,"MULTIPOLYGON (((-73.9342251094378 40.62848302021678, -73.93423680057441 40.62859289033209, -73.93461897441308 40.62856938590002, -73.93460726137552 40.62845951671176, -73.9342251094378 40.62848302021678)))",10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,B571-GT001,63,21,Active,11210
54,341 Ashford Street,Brooklyn,305,8,42,Ashford Learning Garden,DPR,"MULTIPOLYGON (((-73.8847679383181 40.67413886586776, -73.88510110518845 40.674089310499895, -73.88508513754607 40.67402708061973, -73.88475197097789 40.674076634140675, -73.8847679383181 40.67413886586776)))",5:30 p.m. - 7:30 p.m.,5:30 p.m. - 7:30 p.m.,8:00 a.m. - 2:00 p.m.,8:00 a.m. - 2:00 p.m.,5:30 p.m. - 7:30 p.m.,5:30 p.m. - 7:30 p.m.,,B568-GT002,75,19,Active,11207
65,171 Stanton Street,Manhattan,103,10,1,Clinton Community Garden (LES),DPR,"MULTIPOLYGON (((-73.98434445491532 40.72012974120805, -73.98443401552986 40.72015698116338, -73.98457038462759 40.719891174450126, -73.98448088352004 40.71986381844216, -73.98434445491532 40.72012974120805)))",12:00 p.m. - 7:00 p.m.,12:00 p.m. - 7:00 p.m.,1:00 p.m. - 6:00 p.m.,1:00 p.m. - 6:00 p.m.,12:00 p.m. - 7:00 p.m.,12:00 p.m. - 7:00 p.m.,12:00 p.m. - 7:00 p.m.,M335-GT001,7,27,Active,10002
65,272 East 4th Street,Manhattan,103,10,2,Garden of the Humanitarians,DPR,"MULTIPOLYGON (((-73.98142360703135 40.722417898067874, -73.98125313392995 40.72265148599739, -73.98127152746254 40.72265957646593, -73.98133010820676 40.722685345051744, -73.98135590793906 40.7226966929495, -73.98140273092484 40.7227172888687, -73.9815748554401 40.722481438003896, -73.98156066074104 40.7224756886802, -73.98150136734259 40.72245068733045, -73.98142360703135 40.722417898067874)))",9:00a - 5:00p,9:00a - 5:00p,9:00a - 5:00p,9:00a - 5:00p,9:00a - 5:00p,9:00a - 5:00p,9:00a - 5:00p,M329-GT001,9,27,Active,10009
70,325 West 126th Street,Manhattan,110,13,9,William B. Washington Memorial Garden,DPR,"MULTIPOLYGON (((-73.95170578661595 40.81137847633005, -73.95154656631405 40.81131138008069, -73.95142092037813 40.81148318178208, -73.95158014096506 40.81155027730258, -73.95170578661595 40.81137847633005)))",8:00 a.m. - 10:00 a.m.,,10:00 a.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,3:00 p.m. - 7:00 p.m.,,10:00 a.m. - 2:00 p.m.,M328-GT001,28,30,Active,10027
74,415 East 11th Street,Manhattan,103,10,2,East Side Outside Community Garden,JOP,"MULTIPOLYGON (((-73.98347184591711 40.729250122851475, -73.98325671895968 40.72915853616059, -73.98299728548835 40.7295122584444, -73.98321390051562 40.72960184490232, -73.98347184591711 40.729250122851475)))",,,10:00 a.m. - 4:00 p.m.,10:00 a.m. - 4:00 p.m.,,,,M321-GT001,9,27,Active,10009
71,236 Dyckman Street,Manhattan,112,13,10,RING - Riverside Inwood Neighborhood Garden,DPR,"MULTIPOLYGON (((-73.92807253390116 40.865993480159915, -73.92819853895072 40.86581722839396, -73.9282296896611 40.86577365507838, -73.92823231883327 40.86576867790739, -73.92823848645405 40.865756999693346, -73.92823521073922 40.86574116975245, -73.92822863111847 40.865737832948476, -73.928227313422 40.86573770876179, -73.92774695455377 40.86569254838531, -73.92773596052604 40.865711701215446, -73.9279237497121 40.86589538435008, -73.92802315573869 40.865992616416435, -73.92803851151348 40.86599845756373, -73.92807253390116 40.865993480159915)))",9:00 a.m. - 12:00 p.m. & 2:00 p.m. - 4:00 p.m.,10:00 a.m. - 12:00 p.m.,9:00 a.m. - 2:00 p.m.,9:00 a.m. - 12:00 p.m. & 2:00 p.m. - 6:00 p.m.,10:30 a.m. - 12: 30 p.m. & 4:00 p.m. - 5:00 p.m.,10:00 a.m. - 12:00 p.m. & 3:30 p.m. - 6:30 p.m.,2 :00 p.m. - 4:00 p.m. &  5:30 p.m. - 6:30 p.m.,M180-GT001,34,31,Active,10034
71,699 W 138th Street,Manhattan,109,13,7,Jenny's Garden,DPR,"MULTIPOLYGON (((-73.95634270262673 40.8232298020218, -73.95613563052387 40.82313131364537, -73.95599732139942 40.823342041822784, -73.9559819546751 40.82336213682664, -73.9559659183961 40.82338191189671, -73.95594922323791 40.82340135623074, -73.955931878693 40.82342045542429, -73.95591389780843 40.82343919777549, -73.95589529126094 40.82345757068124, -73.9558760720983 40.823475561539276, -73.95585625336695 40.8234931595484, -73.95583584692933 40.82351035210578, -73.95581486701809 40.823527127510246, -73.95580461186005 40.82353627261802, -73.95579378558779 40.823545029392186, -73.95578241073838 40.823553376229405, -73.9557705169605 40.82356129332991, -73.95575813034571 40.823568761793176, -73.95574528054097 40.823575764521, -73.95573199956323 40.82358228531662, -73.95572361697894 40.82358662879168, -73.95571479022279 40.82359043179803, -73.95570558095442 40.82359366734442, -73.95569604964399 40.82359631474255, -73.95568626387352 40.82359835420744, -73.95567629003541 40.823599772257104, -73.95566619689055 40.82360055901241, -73.95565605319635 40.82360070999733, -73.95564592889424 40.82360022253731, -73.95563589392043 40.82359910206223, -73.95562601702564 40.82359735400144, -73.95561626287665 40.82361773927412, -73.955611207066 40.82363908718362, -73.95561099463329 40.82366077644428, -73.95561563429976 40.823682179413886, -73.95562498897792 40.823702671995484, -73.9556387876063 40.82372166155741, -73.95565663107074 40.82373859504026, -73.95567799930092 40.82375298237243, -73.95570227260265 40.82376440368296, -73.95572874705499 40.8237725300188, -73.9557566522914 40.82377712335198, -73.95578517994154 40.82377805009815, -73.95581350022461 40.82377528562547, -73.95584079158962 40.82376890796268, -73.95586626086475 40.823759103209525, -73.95634270262673 40.8232298020218)))",8:00 a.m. - 10:00 a.m.,8:00 a.m. - 10:00 a.m.,10:00 a.m. - 2:00 p.m.,11:00 a.m. - 3:00 p.m.,8:00 a.m. - 10:00 a.m.,8:00 a.m. - 10:00 a.m.,8:00 a.m. - 10:00 a.m.,M072-GT001,30,30,Active,10031
69,425 West 123rd Street,Manhattan,109,13,7,Harlem Grown P.S. 125 Community Garden,JOP,"MULTIPOLYGON (((-73.95557061208176 40.810620550722575, -73.95569146788938 40.81046347568293, -73.95548336392076 40.8103755600625, -73.95541651029143 40.810347316230455, -73.95553378252372 40.810668417789785, -73.95557061208176 40.810620550722575)))",10:00 a.m. - 2:00 p.m.,,10:00 a.m. - 2:00 p.m.,,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,M025-GT001,26,30,Active,10027
44,"736 E 8th St, Brooklyn, NY",Brooklyn,314,9,40,Newkirk Community Garden,PRI,"MULTIPOLYGON (((-73.96903535225293 40.63294874650313, -73.96910646317863 40.63303275256115, -73.96926208635539 40.63296191169615, -73.96919097530973 40.63287790483317, -73.96903535225293 40.63294874650313)))",,,11:00a - 2:00p,11:00a - 2:00p,,,,BGT175,70,21,Active,11230
57,201 Myrtle Avenue Brooklyn NY 11201,Brooklyn,302,7,35,Garden of Eden - Ingersoll Houses (NYCHA),NYCHA,"MULTIPOLYGON (((-73.98098528224678 40.69402240769908, -73.98104976583457 40.69402480109191, -73.98105166123524 40.69396215452978, -73.98105166096448 40.69396310727232, -73.98113304944269 40.69396312064365, -73.9811405853727 40.693881159904976, -73.98140978765774 40.69389740573111, -73.98151371400783 40.69389837611467, -73.98151369947445 40.69395079316155, -73.98157880992835 40.69395366272993, -73.98159015062357 40.6936944366224, -73.98103171006521 40.693672425652906, -73.98101167492851 40.69367814060551, -73.98099914833236 40.69369434056491, -73.98098528224678 40.69402240769908)))",,,,,,,,BGT168,88,25,Active,11201
57,97 Herkimer Street,Brooklyn,303,8,36,United Herkimer Garden Club,BQLT,"MULTIPOLYGON (((-73.95010707365375 40.68003745476136, -73.95019333517887 40.680042109071124, -73.95021998133788 40.67975238186348, -73.95013372018565 40.67974772757352, -73.95010707365375 40.68003745476136)))",,,,,,,,BGT055,79,25,Active,11216
57,931 Bedford Avenue,Brooklyn,303,8,33,Target Brooklyn (Bedford Avenue Block Association),NYRP,"MULTIPOLYGON (((-73.95553613331072 40.69212275401466, -73.95551511157515 40.69201758937294, -73.95513085217128 40.69206168420831, -73.95515186739925 40.69216684891733, -73.95553613331072 40.69212275401466)))",,,,,,,,BGT054,79,25,Active,11205
52,248 Bergen Street,Brooklyn,302,10,39,David Foulke Memorial Garden,BQLT,"MULTIPOLYGON (((-73.98434912510862 40.68393742498245, -73.98418110065646 40.68418521712996, -73.98417847953584 40.684189081775216, -73.98427963985259 40.68422778892066, -73.98428196158181 40.684224365484, -73.98444994670761 40.68397663081802, -73.98439857070831 40.683956653166646, -73.98434912510862 40.68393742498245)))",,,,,,,,BGT015,84,26,Active,11217
54,9 Moffat Street,Brooklyn,304,7,37,Moffat Street Community Garden,DPR,"MULTIPOLYGON (((-73.91085604464949 40.68360443042133, -73.9106928515435 40.6835038235805, -73.91090529900347 40.68328329199335, -73.91078144913753 40.683215529575754, -73.91052440298586 40.68347126249468, -73.91048571701819 40.6835097510106, -73.91078173974121 40.683675583711434, -73.91085604464949 40.68360443042133)))",10:30 a.m. - 11:30 a.m.,10:00 a.m. - 12:00 p.m.,10:00 a.m. - 12:30 p.m.,10:00 a.m. - 12:30 p.m.,10:30 a.m. - 12:30 p.m.,10:00 a.m. - 11:00 a.m.,9:30 a.m. - 10:30 a.m.,B584-GT001,83,18,Active,11207
60,601 Warwick Street,Brooklyn,305,8,42,Warwick Street Greenery Glow Garden,DPR,"MULTIPOLYGON (((-73.88454781175643 40.6686665647969, -73.88453483445164 40.668617350260526, -73.88421296890628 40.66866821121199, -73.88422369833283 40.66870686496818, -73.88454781175643 40.6686665647969)), ((-73.88454824530862 40.668668211375895, -73.88455092755918 40.66866617709965, -73.88454781175643 40.6686665647969, -73.88454824530862 40.668668211375895)))",9:00 a.m. -12:00 p.  &  1:00 p.m. - 4:00 p.m.,9:00 a.m. - 1:00 p.m. & 2:00 p.m. - 6:00 p.m.,9:00 a.m.- 4:00 p.m.,,9:00 a.m. - 1:00 p.m. &  2:00 p.m. - 6:00 p.m.,9:00 a.m. - 1:00 p.m. & 2:00 p.m. - 6:00 p.m.,9:00 a.m. - 1:00 p.m. &  2:00 p.m. - 6:00 p.m.,B581-GT001,75,19,Active,11207
56,142 Patchen Avenue,Brooklyn,303,8,36,Patchen Community Square Garden,DPR,"MULTIPOLYGON (((-73.92726360734476 40.686558713880046, -73.92723720355802 40.68642509604014, -73.9268930378269 40.68646507504555, -73.92691944565892 40.686598704673436, -73.92726360734476 40.686558713880046)))",,,10:00 am - 5:00 pm,10:00 am - 5:00 pm,,,,B573-GT001,81,25,Active,11221
55,514 Rockaway Avenue,Brooklyn,316,8,41,ISO Student Farm,DPR,"MULTIPOLYGON (((-73.91027077641762 40.66731785811354, -73.91032329113345 40.66752392275486, -73.91067677285439 40.66747116456036, -73.91062389158012 40.66726515472661, -73.91027077641762 40.66731785811354)))",8:00 a.m. - 1:00 p.m.,8:00 a.m. - 1:00 p.m.,8:00 a.m. - 1:00 p.m.,,8:00 a.m. - 1:00 p.m.,8:00 a.m. - 1:00 p.m.,8:00 a.m. - 1:00 p.m.,B563-GT001,73,25,Active,11212
51,204 Columbia Street,Brooklyn,306,10,39,South Brooklyn Children's Garden,DPR,"MULTIPOLYGON (((-74.003038264127 40.68535663153538, -74.0030854265392 40.685260501337716, -74.00275558405566 40.685168543840376, -74.00273402302695 40.68521366639799, -74.0027095781695 40.685264826063516, -74.00299764324066 40.68534528522698, -74.003038264127 40.68535663153538)))",,,10:00a - 6:00p,10:00a - 6:00p,,,10:00a - 2:00p,B559-GT001,76,26,Active,11231
50,61 Franklin Street,Brooklyn,301,7,33,61 Franklin Street Garden,DPR,"MULTIPOLYGON (((-73.9573284794473 40.727522042978954, -73.9573220621909 40.72752264934465, -73.95733376178678 40.7275912904692, -73.95759297011574 40.7275667834214, -73.9575812702566 40.727498143223514, -73.95756901851234 40.72742626098824, -73.95731200070693 40.72745056077695, -73.95732650223347 40.727513464898855, -73.9573284794473 40.727522042978954)))",,,10:00a - 6:00p,10:00a - 6:00p,,,,B553-GT001,94,59,Active,11222
57,1001 Bedford Avenue,Brooklyn,303,8,36,Whole Neighborhood Garden,DPR,"MULTIPOLYGON (((-73.9550411347112 40.68971771047165, -73.95467357150507 40.689759925534965, -73.95469464511983 40.68986756949476, -73.95472173168523 40.68986445807535, -73.95506220890721 40.68982535256369, -73.9550411347112 40.68971771047165)))",,,10:00 a.m. - 3:00 p.m.,10:00 a.m. - 3:00 p.m.,,,,B549-GT001,79,25,Active,11205
57,230A Spencer Street,Brooklyn,303,8,33,Spencer Street Community Garden,DPR,"MULTIPOLYGON (((-73.9549994539733 40.6914041205251, -73.95498974187214 40.69135553133882, -73.95462040478276 40.691397290774205, -73.95463025219846 40.6914465779426, -73.9549994539733 40.6914041205251)))",9:00 a.m. - 5:00 p.m.,,12:00 p.m. - 8:00 p.m.,,,,12:00 p.m. - 7:00 p.m.,B519-GT001,79,25,Active,11205
