assemblydist,address,boro_name,communityboard,congressionaldist,coundist,gardenname,juris,multipolygon,openhrsf,openhrsm,openhrssa,openhrssu,openhrsth,openhrstu,openhrsw,parksid,policeprecinct,statesenatedist,status,zipcode
62,BAYVIEW TERRACE,Staten Island,503,11,51,Bayview Habitat,DPR,"MULTIPOLYGON (((-74.16360181461778 40.526638296994015, -74.16342336586979 40.526739409582106, -74.1633648582585 40.52677256210467, -74.16330635058694 40.526805713696774, -74.16324784285737 40.526838865259016, -74.16341105606843 40.5270789186435, -74.16347413577907 40.52705249104621, -74.16353721661996 40.527026063412485, -74.16360029623083 40.526999635745774, -74.16379268962173 40.52691903146177, -74.16395323696749 40.52685176956082, -74.16375072459232 40.52655392118422, -74.16360181461778 40.526638296994015)))",,,,,,,,R137A-GT001,123,24,Closed (Other),10312
61,40-66 Prospect Avenue,Staten Island,501,11,49,Skyline Community Garden,DPR,"MULTIPOLYGON (((-74.09007602629215 40.63975147012641, -74.09006662486854 40.639718342892735, -74.08981471993606 40.639759827815475, -74.08982412123925 40.63979295416908, -74.09007602629215 40.63975147012641)))",,,,,,,,R123-GT001,120,23,Active,10301
37,25-30 Skillman Avenue,Queens,402,7,26,Smiling Hogshead Ranch,MTA,"MULTIPOLYGON (((-73.94356887008134 40.7429661703676, -73.9435937174337 40.74295037864058, -73.94362010152064 40.74293325761148, -73.94364597769767 40.74291610030755, -73.94367825966418 40.742894177045095, -73.94370263553435 40.74287722791227, -73.94373308800196 40.74285555948409, -73.94376589614919 40.742831578795325, -73.94378032903893 40.74282011518234, -73.9438213779738 40.7427873045256, -73.94387542357536 40.74274160852883, -73.94389665260886 40.742722924344974, -73.94391176682669 40.742709355661674, -73.94385878570084 40.74261451005302, -73.94381439479659 40.742645601826524, -73.94377834991693 40.74266940985334, -73.94371097135492 40.74270273352611, -73.9435791099535 40.74273033078145, -73.94352924743525 40.742740765733544, -73.94345870554513 40.74280982703235, -73.94332394132886 40.742881238542736, -73.94321737921514 40.742944325107196, -73.94323284001 40.74296888235215, -73.9429115254114 40.74310308098448, -73.94304423961502 40.74325770971863, -73.94321622880966 40.74318971090897, -73.94328166471807 40.743163901302125, -73.94350740749341 40.743074862954906, -73.94346438608582 40.7430151454315, -73.94354989273893 40.74297795050604, -73.94356887008134 40.7429661703676)))",,,,,,,,QGT013,108,59,Active,11101
83,"3601 Marolla Place, Bronx, NY 10466",Bronx,212,14,12,Ujamaa Northeast Community Garden,DOT,"MULTIPOLYGON (((-73.83487576713033 40.88368301655198, -73.83451101254602 40.88392456057529, -73.83450417841307 40.883938834313916, -73.83450029590492 40.88395373182012, -73.83449945369117 40.88396890473254, -73.8345016740161 40.883983997390416, -73.83450690199783 40.88399865582325, -73.83451501746792 40.88401253767289, -73.83452583021673 40.884025315789, -73.83455132274152 40.88405221028334, -73.83458255300545 40.88407535886168, -73.83461858184658 40.884094066798134, -73.8347646322551 40.88393798101281, -73.8351315078217 40.88385368690639, -73.83516177691192 40.88380036092838, -73.83494975015539 40.88372476903485, -73.83487576713033 40.88368301655198)))",,,,,,,,XGT091,47,36,Active,10466
87,2225 Lacombe Avenue,Bronx,209,14,18,Castle Hill garden - Castle Hill Houses (NYCHA),NYCHA,"MULTIPOLYGON (((-73.84550741860336 40.817585399579606, -73.84550163589554 40.817644956172366, -73.84549941360306 40.81765662815119, -73.84549873402831 40.8176792612578, -73.8455021268522 40.81770356844389, -73.84551522561556 40.817735274518846, -73.84553617784981 40.81776103431908, -73.84560685488219 40.81771180960473, -73.84565332055789 40.81768971325993, -73.84570196544993 40.81767500659773, -73.84573961662385 40.81766743336037, -73.84578635436893 40.8176634454401, -73.84582555437167 40.817664211957094, -73.8458912215108 40.817674047634526, -73.84590016785539 40.8176757480252, -73.84593590538285 40.81768222893983, -73.8459732154084 40.81768632922629, -73.84600959155331 40.817687807804305, -73.84601963132877 40.81768567622611, -73.84603093295682 40.81768068815148, -73.84603910551017 40.817673074547905, -73.84604571367522 40.81766331476927, -73.84604542437162 40.81765259305393, -73.84606399377765 40.81762426566742, -73.84608790010232 40.81759308542026, -73.84612467010223 40.81755954051859, -73.84615733956977 40.8175364728313, -73.84618151917167 40.81752292468005, -73.84619313761901 40.817516745653144, -73.84620162957704 40.81750579701936, -73.84620383585774 40.81750151089022, -73.84619389900513 40.81745861141765, -73.84615787823324 40.817303457980074, -73.84615415400926 40.8172865371553, -73.84612747676435 40.81720485880197, -73.84497740999402 40.817361997745905, -73.84499972230248 40.81744947780915, -73.84504671273517 40.81763370362067, -73.84505077901747 40.81763799815723, -73.8450604893292 40.81764349073644, -73.84507052080566 40.81764493420676, -73.84507428581861 40.81764422427024, -73.84550741860336 40.817585399579606)))",12:00 P.M - 4:00 P.M,12:00 P.M - 4:00 P.M,12:00 P.M - 4:00 P.M,Closed,12:00 P.M - 4:00 P.M,12:00 P.M - 4:00 P.M,12:00 P.M - 4:00 P.M,XGT090,43,34,Active,10473
84,515 Jackson Avenue Bronx NY 10455,Bronx,201,15,8,El Jardín de Los Amigos de Moore - Moore Houses- (NYCHA),NYCHA,"MULTIPOLYGON (((-73.90952703795728 40.8123384122203, -73.90944897217872 40.81255564106444, -73.90956058425523 40.812574789507366, -73.90963535606951 40.81237757157175, -73.90964228248134 40.81235660980826, -73.9096374049027 40.812349935097366, -73.90953331658376 40.812333651712414, -73.90952703795728 40.8123384122203)))",9:00 A.M - 12:00 P.M,9:00 A.M - 12:00 P.M,Closed,Closed,9:00 A.M - 12:00 P.M,9:00 A.M - 12:00 P.M,9:00 A.M - 12:00 P.M,XGT082,40,29,Active,10455
79,1323 Prospect Avenue,Bronx,203,15,17,People's Garden,PRI,"MULTIPOLYGON (((-73.89800500039446 40.82882017316622, -73.89816442138445 40.82885828795033, -73.89834529955269 40.82889843223627, -73.89842581540172 40.828719313573956, -73.89807441241811 40.82863487653038, -73.89800500039446 40.82882017316622)))",,,,,,,,XGT044,42,32,Not GreenThumb,10459
84,670 Grand Concourse,Bronx,204,15,16,New Roots Community Farm,DOT,"MULTIPOLYGON (((-73.925198070723 40.82131353436061, -73.92519926236923 40.82131111820133, -73.9252012058497 40.82130737429757, -73.92520256002652 40.82130483847768, -73.92520627426306 40.82129704709069, -73.92520930473611 40.82129013414458, -73.92521175638075 40.82128143693958, -73.92521315350079 40.82127338650752, -73.92521381099561 40.82126529327237, -73.92521373594231 40.821257188756185, -73.92521291171147 40.821249103564945, -73.9252113678942 40.82124107643928, -73.92520898272842 40.82123281283779, -73.92520705905596 40.82122737259184, -73.92520193745064 40.82121542508545, -73.9251960361764 40.8212042614054, -73.92518493735982 40.82118754819551, -73.92517166116706 40.82117175928181, -73.92516205023546 40.82116221768807, -73.92515160540364 40.82115319784012, -73.92513380860566 40.82114022724278, -73.92511438030228 40.82112870268085, -73.92510113643365 40.82112213396267, -73.92508701831251 40.821116131087244, -73.925067295067 40.821108639649175, -73.92504965008867 40.821102979367296, -73.9250283311703 40.82109774533036, -73.92502464660214 40.821097081069794, -73.9250204250028 40.82109646868869, -73.92501707419451 40.821096261196615, -73.92501329552773 40.82109600029689, -73.92499076759074 40.821094924859686, -73.92497092182062 40.821094139322234, -73.92474523871806 40.82108404987297, -73.9247272073368 40.82108363468121, -73.92472190624822 40.82108373477764, -73.92471789096342 40.821084120270186, -73.9247132454803 40.82108518342494, -73.92470898521458 40.82108627114446, -73.92469943498428 40.82108915099925, -73.92469568062108 40.82109045967027, -73.92468653968359 40.82109408540236, -73.92468298650655 40.82109568236318, -73.92467493088603 40.82109973293707, -73.92466306790438 40.82110688053156, -73.92465632122378 40.821111718993166, -73.92465001628139 40.82111691433962, -73.924640960667 40.82112578911745, -73.92463835991322 40.82112897337401, -73.92462611421888 40.821146435000514, -73.92449210254527 40.8213737541816, -73.92476413284437 40.82146628149925, -73.9247567491919 40.82147880798882, -73.92506679742039 40.821584267106644, -73.92510681243738 40.8215009044395, -73.92514857513922 40.82141389948358, -73.925198070723 40.82131353436061)))",9:00 a.m. - 2:00 p.m.,9:00 a.m. - 2:00 p.m.,10:00 a.m. - 3:00 p.m.,,9:00 a.m. - 2:00 p.m.,9:00 a.m. - 2:00 p.m.,9:00 a.m. - 2:00 p.m.,XGT039,44,29,Active,10451
86,1981 Lafontaine Ave.,Bronx,206,15,15,Oasis on the Green,BLT,"MULTIPOLYGON (((-73.89401227547361 40.84724113858094, -73.89467314418975 40.84746834388731, -73.89482116720417 40.847218324765045, -73.89449108704915 40.84710484489546, -73.89445427139663 40.84716702806322, -73.89412464130719 40.8470537015393, -73.89401227547361 40.84724113858094)))",3:00 p.m. to 8:00 p.m.,1 p.m. to 3 p.m.,2:00 p.m. to 8:00 p.m.,3:00 p.m. to 7:00 p.m.,,,,XGT036,48,32,Active,10457
77,1001 Anderson Avenue,Bronx,204,15,16,Target Bronx (Anderson Avenue Community Garden),NYRP,"MULTIPOLYGON (((-73.92698923646647 40.83287374885041, -73.92713281826892 40.83293785221836, -73.92729214377863 40.83272957111023, -73.92714856108752 40.832665467037195, -73.92698923646647 40.83287374885041)))",,,,,,,,XGT035,44,29,Active,10452
82,801 Co-op City Blvd,Bronx,210,14,12,Rivers Run Community Garden,PRI,"MULTIPOLYGON (((-73.82378840680133 40.87496482761747, -73.82429727989725 40.87496870118889, -73.82432391093266 40.8747158185406, -73.82431395300003 40.874574348179955, -73.82430694350462 40.87450501692152, -73.82428927721101 40.87437645504211, -73.82427814203429 40.87430386943157, -73.8242172560209 40.873928004181096, -73.82386950109228 40.87400323484352, -73.82382469947841 40.87420890042535, -73.82378840680133 40.87496482761747)))",10:00 a.m. to 1:00 p.m.,,Noon to 5:00 p.m.,Noon to 05:00 p.m.,4:00 p.m. to 7:00 p.m.,4:00 p.m. to 7:00 p.m.,4:00 p.m. to 7:00 p.m.,XGT031,45,36,Active,10475
84,378 Willis Avenue,Bronx,201,15,8,Willis Avenue Community Garden (Bronx Community & Cultural Garden),NYRP,"MULTIPOLYGON (((-73.92036431305584 40.812280402415404, -73.92012235514002 40.812172889397864, -73.92008080441319 40.812153788060094, -73.92003682084281 40.81221329577471, -73.91999259857973 40.81227312478407, -73.91994698490001 40.81233483755165, -73.91990075381844 40.81239738553357, -73.92018751089296 40.812517870185374, -73.92036431305584 40.812280402415404)))",,,,,,,,XGT017,40,29,Active,10454
78,2485 Belmont Avenue,Bronx,206,15,15,Belmont Little Farmers,BLT,"MULTIPOLYGON (((-73.8844866875686 40.8570023750864, -73.88475586660452 40.85713400705854, -73.88479993651677 40.85708194954297, -73.88484879935321 40.85702422640003, -73.88457965375771 40.85689261088421, -73.8844866875686 40.8570023750864)))",,,,,,,,XGT010,48,33,Active,10458
77,1420 College Avenue,Bronx,204,15,16,College Avenue Garden,DPR,"MULTIPOLYGON (((-73.90960099435898 40.83814936651707, -73.91001677083831 40.83829168153146, -73.91023803084336 40.837915828357715, -73.9098222538695 40.83777351322945, -73.9098041390176 40.83780428515534, -73.9097488246202 40.83789824806008, -73.90971194826727 40.83796089088149, -73.90967507066041 40.83802353278901, -73.90961975471272 40.83811749562746, -73.90960099435898 40.83814936651707)))",12:00 p.m. - 3:00 p.m..,,11:00 a.m. - 4:00 p.m.,,10:00 a.m. - 4:00 p.m.,11:00 a.m. - 3:00 p.m.,12:00 p.m. - 4:00 p.m.,X358-GT001,44,32,Active,10456
79,1312 Bristow Street,Bronx,203,15,17,Model T Community Garden,DPR,"MULTIPOLYGON (((-73.8936722651936 40.830933518132944, -73.89440979671875 40.831135370902594, -73.89446983609518 40.83101080451957, -73.89371163928833 40.830800096524264, -73.8936722651936 40.830933518132944)))",10:00 a.m. - 7:30 p.m.,10:00 a.m. - 7:30 p.m.,10:00 a.m. - 7:30 p.m.,8:00 a.m. - 9:30 p.m.,10:00 a.m. - 7:30 p.m.,10:00 a.m. - 7:30 p.m.,10:00 a.m. - 7:30 p.m.,X342-GT001,42,32,Active,10459
80,10 Risse Street Garden,Bronx,207,13,11,Risse Street Community Garden,DPR,"MULTIPOLYGON (((-73.8854525400946 40.8785131922212, -73.88540634695156 40.87822252560174, -73.88538761044441 40.87812815567198, -73.8852697009183 40.87811600079316, -73.88521024994608 40.87824857094148, -73.8850683422128 40.87856501153538, -73.88503308540281 40.878643629531496, -73.88504370577375 40.8786918090068, -73.88507786198818 40.87874613613725, -73.8851109538697 40.87853967281163, -73.8854525400946 40.8785131922212)))",,,1:00 p.m. - 6:00 p.m.,1:00 p.m. - 6:00 p.m.,,,,X335-GT001,52,33,Active,10468
77,949 Woodycrest Avenue,Bronx,204,15,16,Woodycrest Community Garden,DPR,"MULTIPOLYGON (((-73.92926159853674 40.83114340015635, -73.9291673011308 40.83126255609208, -73.92955003912294 40.831385256029726, -73.92961883833014 40.83126276680266, -73.92926159853674 40.83114340015635)))",,6:00 p.m. - 8:00 p.m.,,12:00 p.m. - 5:00 p.m.,6:00 p.m. - 8:00 p.m.,6:00 p.m. - 8:00 p.m.,6:00 p.m. - 8:00 p.m.,X333-GT001,44,29,Active,10452
85,1009 Rev James A Polite Ave,Bronx,202,15,17,Schomburg Arts Garden,DPR,"MULTIPOLYGON (((-73.89911007934434 40.82332829108446, -73.89898827337716 40.82329959368966, -73.89898043515377 40.823504368696995, -73.89902417135848 40.82351584330704, -73.89911007934434 40.82332829108446)))",,,12:00p - 4:00p,12:00p - 5:00p,,12:00p - 5:00p,,X332-GT001,41,32,Active,10459
86,15 Buchanan Place,Bronx,205,13,14,Jardin de las Rosas,DPR,"MULTIPOLYGON (((-73.90483271515288 40.857983558951425, -73.90482455111461 40.85798066794437, -73.9048210766271 40.857979437708956, -73.90467139796911 40.85822736246431, -73.90467345234767 40.85822807104711, -73.90474943474534 40.858254281356366, -73.90476017015708 40.85825798403254, -73.90490945110032 40.85801098183898, -73.90490007203427 40.85800763058551, -73.90489916400104 40.85800730566029, -73.90488065006987 40.8580006897994, -73.90483271515288 40.857983558951425)))",12:00 p.m. - 2:30 p.m.,12:00 p.m. - 2:30 p.m.,12:00 p.m. - 2:30 p.m.,9:00 a.m. - 2:30 p.m.,12:00 p.m. - 2:30 p.m.,12:00 p.m. - 2:30 p.m.,12:00 p.m. - 2:30 p.m.,X322-GT001,46,33,Active,10453
77,1280 Teller Avenue,Bronx,204,15,16,Claremont Neighborhood Garden,DPR,"MULTIPOLYGON (((-73.91042820941855 40.83408544719204, -73.91009881321018 40.83397256333395, -73.90997413021927 40.83418413814017, -73.91030454803365 40.83429529059264, -73.91042820941855 40.83408544719204)))",8:00 a.m. - 2:00 p.m.,,12:00 p.m. - 5:00 p.m.,,,8:00 a.m. - 2:00 p.m.,8:00 a.m. -2:00 p.m.,X321-GT001,44,32,Active,10456
85,901 Bryant Avenue,Bronx,202,14,17,Bryant Hill Community Garden,DPR,"MULTIPOLYGON (((-73.88738914778699 40.81976678801271, -73.88737361086729 40.81970409284126, -73.88737324590392 40.81970261927163, -73.88736539919006 40.819703856093895, -73.88725452906127 40.8197213263421, -73.88709919530054 40.81974580204706, -73.88701044360057 40.819759787180004, -73.88701035823283 40.81975980060383, -73.88701053607933 40.819760472548914, -73.88702707810819 40.819823012967746, -73.88703202246764 40.81984170582674, -73.8870438279318 40.81989164544948, -73.8870598620203 40.81995947218256, -73.88708156881924 40.82005129550891, -73.88708866438542 40.82008130791753, -73.88710161272103 40.82013607621573, -73.88710576956065 40.82015365978768, -73.88710598140096 40.82015455779058, -73.88710838305914 40.820164262996855, -73.88710857731174 40.8201650475199, -73.88711046252155 40.82016475490309, -73.88711048971746 40.82016479455162, -73.88711052047242 40.820164832402575, -73.88711055478501 40.82016486935653, -73.88711059265826 40.82016490361251, -73.88711063290371 40.82016493697032, -73.88711067670981 40.820164967630085, -73.88711072170429 40.820164996490064, -73.88711077025947 40.82016502265199, -73.88711082000452 40.82016504611361, -73.88711087212488 40.82016506687607, -73.88711092543369 40.820165085838674, -73.88711098111774 40.82016510210219, -73.88711103799325 40.8201651147648, -73.8871110948734 40.82016512472596, -73.8871111541288 40.820165131987956, -73.8871112122034 40.82016513654728, -73.88711127146794 40.820165138406324, -73.88711133073863 40.820165136663334, -73.88711138882854 40.82016513221773, -73.88711144929371 40.82016512507295, -73.88747358123075 40.820108890910156, -73.88747363340143 40.82010888195611, -73.88747369031965 40.82010886940466, -73.88747374605857 40.82010885325013, -73.88747379943133 40.8201088343918, -73.8874738516218 40.82010881373128, -73.88747390144617 40.82010879036698, -73.8874737460365 40.82010816527041, -73.887466522004 40.82007901453604, -73.88745619692001 40.820037351970726, -73.88743965562541 40.819970603594335, -73.88742437762153 40.819908952360684, -73.88740614695664 40.81983538286468, -73.88738914778699 40.81976678801271)))",7:00 a.m. - 12:00 p.m.,7:00 a.m. - 12:00 p.m.,7:00 a.m. - 12:00 p.m.,7:00 a.m. - 12:00 p.m.,7:00 a.m. - 12:00 p.m.,7:00 a.m. - 12:00 p.m.,7:00 a.m. - 12:00 p.m.,X315-GT001,41,29,Active,10474
61,TOMPKINS CIRCLE,Staten Island,501,11,49,Bountiful Harvest Farm,PRI,"MULTIPOLYGON (((-74.07943790279974 40.63641609168889, -74.07971015381668 40.636620247308876, -74.07984426765135 40.63653183133488, -74.07984810760225 40.636529299109895, -74.07953649541703 40.63629742244697, -74.07952255339642 40.63631090926108, -74.07948424366094 40.63635305753728, -74.07945719743654 40.63638876921089, -74.07943790279974 40.63641609168889)))",,,,,,,,RGT005,120,23,Not GreenThumb,10301
85,1101-1105 Fox Street,Bronx,202,14,17,Paradise on Earth Community Garden,NYRP,"MULTIPOLYGON (((-73.89440587575832 40.826913435320094, -73.89438406994317 40.8268187083982, -73.89424369535054 40.82652582762759, -73.89397292515592 40.82660092258537, -73.89396960314679 40.82690465679928, -73.89440587575832 40.826913435320094)))",,,,,,,,XGT030,41,32,Active,10459
87,2139 Daly Avenue,Bronx,206,15,15,Perry's Garden (Concerned Tenants of Daly Avenue),BLT,"MULTIPOLYGON (((-73.88122442897397 40.845864011007805, -73.8809375644544 40.845733440926786, -73.88093384167144 40.84573174685849, -73.88083795693026 40.845858260787764, -73.8808019825343 40.845908782708165, -73.8808962154666 40.84595518970528, -73.88112434221225 40.8460627719111, -73.88120506944557 40.84596425107818, -73.8811608476647 40.845942570280016, -73.88121692995104 40.84587327746489, -73.88122442897397 40.845864011007805)))",,,,,,,,XGT018,48,32,Active,10460
77,1017 Teller Avenue,Bronx,204,15,16,Bette's Rose Garden,NYRP,"MULTIPOLYGON (((-73.91457109659238 40.82792921063793, -73.91461519498225 40.82784017258577, -73.9145822879221 40.82787358181343, -73.91449947450597 40.82795733406251, -73.91439410595795 40.828063897070365, -73.91436443982315 40.82809454051747, -73.91428629587973 40.82817525960744, -73.91429633800969 40.82818094649581, -73.91428631789209 40.82819130195044, -73.91430302653762 40.82819754939866, -73.91436047652766 40.828219030171645, -73.91440088847712 40.82823414077251, -73.91451760974238 40.82802503234957, -73.91457109659238 40.82792921063793)))",,,,,,,,XGT013,44,32,Active,10456
86,1818 Bathgate Avenue,Bronx,206,15,15,Bathgate Community Garden,NYRP,"MULTIPOLYGON (((-73.8981104656578 40.844720997196134, -73.8977985149911 40.84462123474624, -73.89765060787661 40.84490560809819, -73.89762904624627 40.844898110369634, -73.89758978783526 40.84496762690628, -73.8975628930966 40.84501517247269, -73.89788221623174 40.84511876557211, -73.8978912796051 40.84510311131972, -73.89798055175001 40.8449489277427, -73.89802595584834 40.84486926794932, -73.89809294592636 40.84475173626062, -73.89810935276658 40.84472294938266, -73.8981104656578 40.844720997196134)))",,,,,,,,XGT009,48,32,Active,10457
78,2599 Bainbridge Avenue,Bronx,207,13,15,Fordham Bedford Lot-Busters,BLT,"MULTIPOLYGON (((-73.89282045275597 40.86419331703856, -73.89285251385311 40.86413383522526, -73.89288429530849 40.86407487632764, -73.89282961694866 40.864058572608364, -73.89257717921458 40.863983300021715, -73.89257172208818 40.8639816569494, -73.89257009073071 40.863984854872, -73.8925382512244 40.86404729492497, -73.89252165082054 40.864079850191054, -73.89249034594815 40.86413875990614, -73.89245259963639 40.864209805816984, -73.89245254136563 40.864209898513174, -73.89245760731986 40.86421139444656, -73.89275802719749 40.86430012379649, -73.89276221346837 40.8643013595577, -73.89279152408442 40.86424698278588, -73.89282045275597 40.86419331703856)))",,,,,,,,XGT006,52,33,Active,10458
86,2078 Anthony Avenue,Bronx,205,15,15,Jardín de Ternura,BLT,"MULTIPOLYGON (((-73.90137438281226 40.852856930466274, -73.90169279524584 40.85297870019304, -73.90174467659837 40.85291682657683, -73.90141215724066 40.852793741025025, -73.90140689048762 40.85280255053786, -73.90137438281226 40.852856930466274)))",,,,,,,,XGT001,46,32,Not GreenThumb,10457
79,749 Brook Avenue,Bronx,201,15,17,Centro Cultural Rincon Criollo,DPR,"MULTIPOLYGON (((-73.91222185987337 40.8204570804173, -73.91198427345945 40.82037383659839, -73.91197080455586 40.82036911761965, -73.91191441617991 40.820468314690565, -73.91184237045876 40.820595054959476, -73.911918008231 40.820613976366, -73.91215365030483 40.82067292523888, -73.91217375572123 40.82067795451937, -73.91223067629099 40.82058491532615, -73.91219760153172 40.8205729477596, -73.91220054818997 40.8205685690873, -73.91223819526039 40.82051374129363, -73.91226635429729 40.82047267035952, -73.91222185987337 40.8204570804173)))",12:00 p.m. - 5:00 p.m.,,12:00 p.m. - 5:00 p.m.,11:00 a.m. - 4:00 p.m.,12:00 p.m. - 5:00 p.m.,,,X363-GT001,40,32,Active,10451
79,377 East 160th Street,Bronx,203,15,17,Melrose New Generation Community Garden,DPR,"MULTIPOLYGON (((-73.9151008011141 40.82394012812248, -73.91501761945653 40.823914651248714, -73.91493351478147 40.8238888917786, -73.91479548042993 40.82414384277626, -73.91479367312611 40.82414717957972, -73.9148777780735 40.82417293915075, -73.91487862052743 40.82417138551643, -73.91496180008188 40.824196862487675, -73.9151008011141 40.82394012812248)))",1:00 p.m. to 4:00 p.m.,,,11:00 a.m. - 5:00 p.m.,9:00 a.m. - 1:00 p.m.,2:00 p.m. - 5:00 p.m.,9:00 a.m. - 1:00 p.m.,X356-GT001,42,32,Active,10451
77,1130 Woodycrest Avenue,Bronx,204,15,16,Las Casitas Community Garden,DPR,"MULTIPOLYGON (((-73.92516999369998 40.835599383530294, -73.92548793538231 40.83574237534128, -73.92563916794397 40.83554882526583, -73.92531982971485 40.83540520531791, -73.92516999369998 40.835599383530294)))",10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,X328-GT001,44,29,Active,10452
79,815 Eagle Avenue,Bronx,201,15,17,El Batey Borincano,DPR,"MULTIPOLYGON (((-73.90945404145772 40.8208456332645, -73.90947194785146 40.82080275126756, -73.90948135354289 40.82078022822624, -73.90950866557557 40.82071482228031, -73.90953685282669 40.82064732335918, -73.90918872011662 40.82056308020009, -73.90915988910969 40.82063042274422, -73.90913996838982 40.82067695281966, -73.90913620114574 40.8206857513052, -73.90913223431227 40.82069574549285, -73.90912106057007 40.82072389161462, -73.90910736873707 40.82075838154998, -73.90910615073453 40.82076144858186, -73.90945404145772 40.8208456332645)))",12:00 p.m. - 2:00 p.m.,12:00 p.m. - 2:00 p.m.,2:00 p.m. - 4:00 p.m.,2:00 p.m. - 4:00 p.m.,12:00 p.m. - 2:00 p.m.,12:00 p.m. - 2:00 p.m.,12:00 p.m. - 2:00 p.m.,X313-GT001,40,32,Active,10456
86,2096 Morris Avenue,Bronx,205,15,14,Bean Morris Garden,DPR,"MULTIPOLYGON (((-73.90408106780814 40.854545019462115, -73.90418442121705 40.854572212841695, -73.9044717907233 40.854256677591344, -73.90419585504375 40.85420258587383, -73.90408106780814 40.854545019462115)))",12:00 p.m. - 4:00 p.m.,,12:00 p.m. - 4:00 p.m.,,12:00 p.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,X292-GT001,46,33,Active,10453
84,545 East 139th Street,Bronx,201,15,8,Padre Plaza,DPR,"MULTIPOLYGON (((-73.91724336127905 40.80800858005507, -73.91755915223685 40.80814122640039, -73.91773923023395 40.8078989696779, -73.91733898887358 40.80773085119753, -73.91726712983535 40.80782501520185, -73.91735105210014 40.80786370497875, -73.91724336127905 40.80800858005507)))",10:00 a.m. - 7:30 p.m.,10:00 a.m. - 6:00 p.m.,10:00 a.m. - 8:00 p.m.,11:00 a.m. - 6:00 p.m.,10:00 a.m. - 7:30 p.m.,10:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,X285-GT001,40,29,Active,10454
84,586 Tinton Avenue,Bronx,201,15,8,El Flamboyan,DPR,"MULTIPOLYGON (((-73.90594161377578 40.813501213927594, -73.9052225449525 40.81336025817922, -73.90519948474584 40.81343037448799, -73.90552748082678 40.81349694375976, -73.90554542012147 40.81350058476215, -73.90554435029424 40.813503614961064, -73.90553490153901 40.81353037721636, -73.90550691104512 40.81360965571111, -73.90546947286322 40.813715695547685, -73.9054639047253 40.813731467702, -73.9054320345607 40.81382173627076, -73.90542955186118 40.81382814127543, -73.90577879332304 40.81389966828126, -73.90579125490498 40.81390222056924, -73.90591500685493 40.81357217575269, -73.90594161377578 40.813501213927594)))",12:00 p.m. - 3:00 p.m.,12:00 p.m. - 3:00 p.m.,12:00 p.m. - 3:00 p.m.,12:00 p.m. - 3:00 p.m.,12:00 p.m. - 3:00 p.m.,12:00 p.m. - 3:00 p.m.,12:00 p.m. - 3:00 p.m.,X233A-GT001,40,29,Active,10455
85,2008 Gildersleeve Avenue,Bronx,209,14,18,Waterfront Community Garden,DPR,"MULTIPOLYGON (((-73.85028755247001 40.80972745471467, -73.85016030382184 40.80983879369859, -73.85004807419357 40.8099644483991, -73.85021743913042 40.80994965814211, -73.85078580214731 40.809878203045194, -73.85078989897929 40.809847149234834, -73.85067876388732 40.809786573755964, -73.85058286859996 40.809760002756256, -73.85048039342443 40.80973127905487, -73.85040608926977 40.80972546449571, -73.85033931253734 40.8097189446643, -73.85028755247001 40.80972745471467)))",9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,X088A-GT001,43,29,Active,10473
35,55-25 Van Cleef Street,Queens,404,14,21,El Jardin de la Esperanza/Salud en Movimiento,DOT,"MULTIPOLYGON (((-73.8526980081221 40.74078630121347, -73.85259072020571 40.740985459058614, -73.85270605516004 40.74102203939151, -73.85280529671175 40.740822881062314, -73.8526980081221 40.74078630121347)))",,,,,,,,QGT029,110,13,Not GreenThumb,11368
37,18-52 Willoughby Avenue,Queens,405,7,34,Sunset Community Garden,DOE (DPR),"MULTIPOLYGON (((-73.91684153760959 40.70956243124637, -73.91712600808805 40.70973121842724, -73.91735799926195 40.709504540995184, -73.91706738015655 40.709341580764075, -73.91684153760959 40.70956243124637)))",5:00p - 7:00p,,,11:00a - 5:00p,5:00p - 7:00p,,,QGT028,104,18,Active,11385
